LOCATION_NAME,TSN,LATITUDE,LONGITUDE,EFA_ID,PHONE,ADDRESS,FACILITIES,ACCESSIBILITY,TRANSPORT_MODE,MORNING_PEAK,AFTERNOON_PEAK,SHORT_PLATFORM
"Robina Coach Stop",42261,-28.071,153.378187,10150161,,"Robina Station, Bayberry Lane, Robina QLD 4226",,,Coach,,,False
"Robinvale Coach Stop",35491,-34.584858,142.77043,10150190,,"Robinvale-Euston Visitor Information Centre, Bromley St, Robinvale VIC 3549",,,Coach,,,False
"Rockdale Station",221620,-33.95188027,151.1368616,10101335,"02 9563 7574","Geeves Ave, Rockdale NSW 2216","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Bike lockers | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only) | Opal card top up machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.30-10am,3.00-7pm,False
"Rooty Hill Station",276610,-33.77151173,150.8450187,10101247,"02 9851 7208","North Pde, Rooty Hill NSW 2766","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Bike lockers | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.30-10am,3.00-7pm,False
"Rose Bay Wharf",202972,-33.87094819,151.2621217,10102004,,"New South Head Rd, Rose Bay NSW 2029","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Bike racks | Emergency help point | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Wharf edge tactiles",Ferry,,,False
"Roseville Station",206910,-33.78422026,151.177266,10101118,"02 9847 8461","Hill St, Roseville NSW 2069","Commuter car park | Kiss and ride stopping area | Taxi rank | Bike racks | Toilets | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Not Accessible | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs","Train, Bus, Taxi",6.30-10am,3.00-7pm,False
"Rouse Hill Station",2155383,-33.691986,150.924306,10104007,,"Tempus St, Rouse Hill NSW 2155","Bike shed | Bike racks | Bike lockers | Kiss and ride stopping area | Taxi rank | Opal card top up or single trip ticket machine (Cash or Card Payment) | Toilets | Wheelchair accessible toilet | Payphone | Emergency help point","This location is Independent Access | Hearing loop | PA system for announcements | Lift | Escalator | Platform edge tactiles | Wheelchair ramp boarding assistance | Stairs","Metro, Bus, Taxi",6.30-10am,3.00-7pm,False
"Royal Adelaide Hospital Coach Stop",13303,-34.92185,138.588369,10150207,,"North Tce, Adelaide SA 5000",,,"Regional coach",,,False
"Royal Randwick Light Rail",202158,-33.905183,151.22883,10101609,,"Royal Randwick Racecourse, Randwick NSW 2031","Bike racks | Emergency help point | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | Hearing loop | Platform edge tactiles | Level crossing","Light rail, Taxi",6.30-10am,3.00-7pm,False
"Rozelle Bay Light Rail",203817,-33.87181104,151.1727016,10101431,,"The Crescent, Annandale NSW 2038","Emergency help point","This location is Independent Access | PA system for announcements | Platform edge tactiles | Level crossing | Stairs","Light rail",6.30-10am,3.00-7pm,False
"Running Stream Coach Stop",28501,-33.031302,149.900508,10150074,,"Castleregah Hwy opp Mount Vincent Rd, Running Stream NSW 2850",,,Coach,,,False
"Rydal Station",2790128,-33.483565,150.031812,10155052,"13 22 32","Bathurst St, Rydal NSW 2790",,"This location is Assisted Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles",Train,6.00-10am,3.00-7pm,True
"Rydalmere Wharf",211655,-33.81799002,151.0437536,10102029,,"John St, Rydalmere NSW 2116","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Bike racks | Bike lockers | Emergency help point | Departure indicator screen","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Wharf edge tactiles | Stairs",Ferry,,,False
"Rylstone Coach Stop",28492,-32.798463,149.970508,10150339,,"Louee St after Cox St, Rylstone NSW 2849",,,Coach,,,False
"Rylstone Hospital Coach Stop",28491,-32.803779,149.974521,10150342,,"Rylstone Hospital, Ilford Rd, Rylstone NSW 2849",,,Coach,,,False
"Sandgate Station",230430,-32.87189652,151.7026047,10101169,"02 4962 9495","Astra St, Sandgate NSW 2304","Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales","This location is Not Accessible | Wheelchair ramp boarding assistance | PA system for announcements | Stairs",Train,6.00-10am,3.00-7pm,True
"Sawtell Station",24521,-30.359429,153.097419,10155065,"13 22 32","Hulberts Rd, Toormina NSW 2452","Commuter car park | Emergency help point | Information point","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements",Train,,,False
"Scarborough Station",251510,-34.26498655,150.9657909,10101360,"02 4223 5570","Lawrence Hargrave Dr, Scarborough NSW 2515","Commuter car park | Toilets | Emergency help point | Payphone | No Opal card top up or single trip ticket sales","This location is Not Accessible | Wheelchair ramp boarding assistance | PA system for announcements | Stairs","Train, Bus",6.00-10am,3.00-7pm,True
"Schofields Station",276220,-33.70447724,150.8738169,10101238,"02 9851 7244","Railway Tce, Schofields NSW 2762","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Bike shed | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment)","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus",6.30-10am,3.00-7pm,False
"Scone Station",233710,-32.04694089,150.8669023,10101193,"02 6543 1018","Susan St, Scone NSW 2337","Commuter car park | Wheelchair accessible car space | Emergency help point | Information point | No Opal card top up or single trip ticket sales","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements","Train, Bus",6.00-10am,3.00-7pm,True
"Sefton Station",216210,-33.88523616,151.0112833,10101404,"02 9379 7702","Wellington Rd, Sefton NSW 2162","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Bike racks | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs | Lift",Train,6.30-10am,3.00-7pm,False
"Seven Hills Station",214710,-33.77443043,150.9365134,10101234,"02 9851 7431","The Centre, Terminus Rd, Seven Hills NSW 2147","Commuter car park | Transport Park&Ride | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Bike lockers | Bike shed | Toilets | Wheelchair accessible toilet (MLAK) | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment) | Opal card top up machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.30-10am,3.00-7pm,False
"Shellharbour Junction Station",2529218,-34.59128255,150.8447273,10101446,,"Piper Dr, Dunmore NSW 2529","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Bike lockers | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen | No Opal card top up or single trip ticket sales","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.00-10am,3.00-7pm,True
"Singleton Station",233010,-32.57177047,151.1651707,10101190,"02 4962 9268","Munro St, Singleton NSW 2330","Commuter car park | Wheelchair accessible car space | Taxi rank | Toilets | Emergency help point | Payphone | No Opal card top up or single trip ticket sales","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs","Train, Bus",6.00-10am,3.00-7pm,True
"Smith Lake turnoff Coach Stop",24285,-32.370556,152.498753,10150031,,"The Lakes Way at Macwood Rd, Smiths Lake NSW 2428",,,Coach,,,False
"Somerton Coach Stop",2340109,-30.93779,150.63499,10150111,,"Somerton Roadhouse, Racecourse Rd, Somerton NSW 2340",,,Coach,,,False
"South Mosman Wharf",208878,-33.84326831,151.2325961,10102021,,"Musgrave St, Mosman NSW 2088","Emergency help point | Information point | Departure indicator screen","This location is Not Accessible | Wheelchair ramp boarding assistance | PA system for announcements | Stairs","Bus, Ferry",,,False
"South Tweed Heads Coach Stop (northbound)",24861,-28.195182,153.543007,10150090,,"Minjungbal Dr opp South Tweed Sports Bowling Club, Tweed Heads South NSW 2486",,,"Coach, Bus",,,False
"South Tweed Heads Coach Stop (southbound)",24862,-28.195182,153.543007,10150100,,"South Tweed Sports Bowling Club, Minjungbal Dr, Tweed Heads South NSW 2486",,,"Coach, Bus",,,False
"Spit Junction B-Line",2088233,-33.824148,151.241656,10114879,,"Spit Rd, Mosman NSW 2088","Bike racks | Departure indicator screen","This location is Independent Access |",Bus,6.30-10am,3.00-7pm,False
"Spring Hill Coach Stop",28005,-33.398855,149.152388,10150306,,"Spring Hill General Store, Seaton St, Spring Hill NSW 2800",,,Coach,,,False
"Springwood Station",277720,-33.6988416,150.5639799,10101259,"02 4780 3915","Jerseywold Ave, Springwood NSW 2777","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Bike lockers | Toilets | Wheelchair accessible toilet (MLAK) | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment)","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.00-10am,3.00-7pm,True
"St James Station",200050,-33.87069742,151.2118374,10101105,"02 9224 4751","Elizabeth St, Sydney NSW 2000","Bike racks | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment) | Opal card top up machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus",6.30-10am,3.00-7pm,False
"St Leonards Station",206520,-33.82238888,151.1941268,10101115,"02 9379 1046","The Forum, Herbert St, St Leonards NSW 2065","Kiss and ride stopping area | Taxi rank | Bike racks | Bike lockers | Toilets | Wheelchair accessible toilet (MLAK) | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only) | Opal card top up machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs | Lift | Escalator","Train, Bus, Taxi",6.30-10am,3.00-7pm,True
"St Marys Station",276010,-33.76225585,150.776029,10101249,"02 9851 7525","Cnr Station St & Queen St, St Marys NSW 2760","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Bike lockers | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment)","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.30-10am,3.00-7pm,False
"St Peters Station",204410,-33.9073952,151.1802675,10101443,"02 9563 7412","King St, St Peters NSW 2044","Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Toilets | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment) | Opal card top up machine (Card Payment only) | Bike racks","This location is Not Accessible | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs","Train, Bus",6.30-10am,3.00-7pm,False
"Stanmore Station",204810,-33.89454885,151.1640093,10101213,"02 9752 8994","Douglas St, Stanmore NSW 2048","Kiss and ride stopping area | Bike racks | Toilets | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment)","This location is Not Accessible | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs","Train, Bus",6.30-10am,3.00-7pm,False
"Stanwell Park Station",250840,-34.22658642,150.980938,10101358,"02 4223 5568","Railway Cres, Stanwell Park NSW 2508","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Toilets | Emergency help point | Payphone | No Opal card top up or single trip ticket sales","This location is Not Accessible | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs",Train,6.00-10am,3.00-7pm,True
"Stockinbingal Coach Stop",27252,-34.500339,147.880771,10150035,,"Hibernia St opp Stockinbingal Newsagent, Stockinbingal NSW 2725",,,Coach,,,False
"Stockton Wharf",229574,-32.919641,151.782514,10102062,,"Stockton NSW 2295","Commuter car park | Wheelchair accessible car space | Taxi rank | Bike racks","This location is Independent Access | Wheelchair ramp boarding assistance | Wharf edge tactiles",Ferry,,,False
"Stratford Coach Stop",24226,-32.11757,151.937879,10150185,,"The Bucketts Way after Avon St, Stratford NSW 2422",,,Coach,,,False
"Strathfield Station",213510,-33.8718105,151.0944271,10101206,"02 9752 8430","Everton Rd, Strathfield NSW 2135","Kiss and ride stopping area | Taxi rank | Toilets | Wheelchair accessible toilet (MLAK) | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment) | Opal card top up machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.30-10am,3.00-7pm,True
"Stroud Coach Stop",24252,-32.403962,151.967514,10150343,,"Cowper St at Memorial Ave, Stroud NSW 2425",,,Coach,,,False
"Stroud Road Coach Stop",24151,-32.345307,151.930093,10150209,,"Stroud Road General Store, The Bucketts Way, Stroud Road NSW 2415",,,Coach,,,False
"Stuart Town Station",28201,-32.801192,149.07832,10155019,"13 22 32","Bell St, Stuart Town NSW 2820","Information point","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements",Train,,,False
"Suffolk Park Coach Stop",24812,-28.686927,153.607927,10150193,,"Broken Head Rd after Beech Dr, SUFFOLK PARK NSW 2481",,,Coach,,,False
"Summer Hill Station",213010,-33.89056077,151.1394451,10101210,"02 9752 8489","Carlton Cres, Summer Hill NSW 2130","Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment)","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.30-10am,3.00-7pm,False
"Surfers Paradise Coach Stop",42171,-28.002535,153.427978,10150092,,"Beach Rd, Surfers Paradise QLD 4217",,,Coach,,,False
"Surry Hills Light Rail",201029,-33.888102,151.211879,10101607,,"Eddie Ward Park, Devonshire St, Surry Hills NSW 2010","Bike racks | Emergency help point | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | Hearing loop | Platform edge tactiles","Light rail, Taxi",6.30-10am,3.00-7pm,False
"Sutherland Station",223210,-34.03178692,151.0571901,10101345,"02 9522 1260","Old Princes Hwy, Sutherland NSW 2232","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Bike racks | Bike lockers | Bike shed | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.30-10am,3.00-7pm,True
"Sydenham Station",204420,-33.9143732,151.1666456,10101326,"02 9563 7764","Gleeson Ave, Sydenham NSW 2044","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Toilets | Wheelchair accessible toilet | Wheelchair accessible toilet (MLAK) | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment) | Opal card top up machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.30-10am,3.00-7pm,True
"Sydney Olympic Park Wharf",21271,-33.82220671,151.079094,10102030,,"Hill Rd, Sydney Olympic Park NSW 2127","Kiss and ride stopping area | Bike racks | Wheelchair accessible toilet (MLAK) | Baby change table | Emergency help point | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Wharf edge tactiles","Bus, Ferry",,,False
"Tahmoor Station",257310,-34.22367667,150.5899106,10101302,"02 4681 8218","George St, Tahmoor NSW 2573","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Toilets | Emergency help point | Payphone | No Opal card top up or single trip ticket sales","This location is Assisted Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Level crossing | Stairs","Train, Taxi",6.00-10am,3.00-7pm,True
"Tallawong Station",2155384,-33.69163,150.906022,10104008,,"Themeda Ave, Rouse Hill NSW 2155","Toilets | Opal card top up or single trip ticket machine (Cash or Card Payment) | Emergency help point | Wheelchair accessible toilet | Bike shed | Bike racks | Commuter car park | Kiss and ride stopping area | Taxi rank | Payphone | Wheelchair accessible toilet","This location is Independent Access | Lift | Escalator | Platform edge tactiles | Hearing loop | Wheelchair ramp boarding assistance | PA system for announcements","Metro, Bus, Taxi",6.30-10am,3.00-7pm,False
"Tallong Station",257950,-34.7183306,150.0865057,10101313,"02 4868 1115","Highland Way, Tallong NSW 2579","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales","This location is Not Accessible | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Level crossing",Train,6.00-10am,3.00-7pm,True
"Tamworth Station",234012,-31.087262,150.930848,10155009,"13 22 32","Marius St, Tamworth NSW 2340","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Information point | Payphone | Departure indicator screen","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | Hearing loop (ticket counter) | PA system for announcements | Platform edge tactiles | Stairs","Train, Regional coach, Taxi",,,False
"Tarago Station",258011,-35.069961,149.651365,10155038,"13 22 32","Goulburn St, Tarago NSW 2580","Commuter car park | Toilets | Information point","This location is Assisted Access | Wheelchair ramp boarding assistance | PA system for announcements",Train,,,False
"Tarana Station",27871,-33.524107,149.907594,10155048,"13 22 32","Mutton Falls Rd, Tarana NSW 2787","Commuter car park | Wheelchair accessible car space | Information point","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles",Train,6.00-10am,3.00-7pm,True
"Taree Station",24301,-31.906437,152.456963,10155037,"13 22 32","Olympia St, Taree NSW 2430","Commuter car park | Wheelchair accessible car space | Taxi rank | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Information point | Departure indicator screen","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs","Train, Coach, Bus, Taxi",,,False
"Taree Town Coach Stop",243035,-31.910456,152.466139,10157490,,"Victoria St at Florence St, Taree NSW 2430",,,"Regional coach",,,False
"Taronga Zoo Wharf",208899,-33.8463431,151.2395142,10102022,,"Athol Wharf Rd, Mosman NSW 2088","Kiss and ride stopping area | Bike racks | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment)","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements","Bus, Ferry",,,False
"Tarro Station",232220,-32.80930922,151.6699415,10101171,"02 4962 9944","Woodberry Rd, Tarro NSW 2322","Emergency help point | No Opal card top up or single trip ticket sales","This location is Not Accessible | Wheelchair ramp boarding assistance | PA system for announcements | Stairs",Train,6.00-10am,3.00-7pm,True
"Tascott Station",225020,-33.45135695,151.318056,10101137,"02 4349 9230","Glenrock Pde, Tascott NSW 2250","Commuter car park | Wheelchair accessible car space | Emergency help point | Information point | Payphone | Free WiFi hotspot | No Opal card top up or single trip ticket sales","This location is Not Accessible | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Stairs","Train, Bus",6.00-10am,3.00-7pm,True
"Taverner's Hill Light Rail",204093,-33.88930105,151.1452209,10101457,,"Parramatta Rd, Leichhardt NSW 2040","Kiss and ride stopping area | Bike racks | Emergency help point | No Opal card top up or single trip ticket sales","This location is Independent Access | Hearing loop | PA system for announcements | Platform edge tactiles | Level crossing | Stairs | Lift","Light rail",6.30-10am,3.00-7pm,False
"Tea Gardens Coach Stop",2324157,-32.667557,152.160429,10150066,,"Myall St at Maxwell St, Tea Gardens NSW 2324",,,Coach,,,False
"Tea Gardens turnoff Coach Stop",2324156,-32.614733,152.079757,10150013,,"The Rock Roadhouse, Pacific Hwy, North Arm Cove NSW 2324",,,Coach,,,False
"Telarah Station",232030,-32.72391026,151.5396348,10101179,"02 4962 9476","Johnson St, Telarah NSW 2320","Commuter car park | Wheelchair accessible car space | Bike racks | Toilets | Emergency help point | Information point | Payphone","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles","Train, Bus",6.00-10am,3.00-7pm,True
"Temora Coach Stop",26662,-34.446853,147.534099,10150220,,"Loftus St at Hoskins St, Temora NSW 2666",,,Coach,,,False
"Tempe Station",204430,-33.92450473,151.1565073,10101327,"02 9563 7417","Griffiths St, Tempe NSW 2044","Commuter car park | Wheelchair accessible car space | Bike racks | Toilets | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment)","This location is Not Accessible | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs",Train,6.30-10am,3.00-7pm,False
"Tenterfield Coach Stop",23721,-29.05551,152.019563,10150027,,"Manners St opp Telegraph Hotel, Tenterfield NSW 2372",,,Coach,,,False
"Teralba Station",228420,-32.96271245,151.6034578,10101153,"02 4962 9437","William St, Teralba NSW 2284","Commuter car park | Wheelchair accessible car space | Emergency help point | Information point | No Opal card top up or single trip ticket sales","This location is Not Accessible | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs","Train, Bus",6.00-10am,3.00-7pm,True
"The Rock Station",26551,-35.271764,147.118301,10155035,"13 22 32","Olympic Hwy, The Rock NSW 2655","Commuter car park | Toilets | Information point","This location is Assisted Access | Wheelchair ramp boarding assistance | PA system for announcements","Train, Coach",,,False
"The Star Light Rail",200947,-33.8673489,151.1952012,10101437,,"Pirrama Rd, Pyrmont NSW 2009","Toilets | Emergency help point | Opal card top up or single trip ticket machine (Cash or Card Payment)","This location is Independent Access | PA system for announcements | Platform edge tactiles | Level crossing | Stairs | Lift","Light rail",6.30-10am,3.00-7pm,False
"Thirroul Station",251550,-34.3184244,150.9186524,10101364,"02 4223 5575","Railway Pde, Thirroul NSW 2515","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Bike lockers | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment)","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.00-10am,3.00-7pm,True
"Thornleigh Station",212010,-33.7318712,151.078281,10101195,"02 9847 8474","Railway Pde, Thornleigh NSW 2120","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Bike racks | Bike lockers | Toilets | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Not Accessible | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs","Train, Bus",6.30-10am,3.00-7pm,False
"Thornton Station",232240,-32.78359464,151.6398308,10101173,"02 4962 9929","Karuah St, Thornton NSW 2322","Commuter car park | Wheelchair accessible car space | Taxi rank | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Information point | Payphone","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus",6.00-10am,3.00-7pm,True
"Tingha Coach Stop",23692,-29.955875,151.21195,10150213,,"Opal St opp Tingha Police Station, Tingha NSW 2369",,,Coach,,,False
"Tiona Park Coach Stop",24284,-32.304866,152.519993,10150032,,"Tiona Tourist Park, The Lakes Way, Tiona NSW 2428",,,Coach,,,False
"Tocumwal Coach Stop",27141,-35.811915,145.567461,10150245,,"Morris St at Deniliquin St, Tocumwal NSW 2714",,,"Regional coach",,,False
"Tomingley Coach Stop",28691,-32.571325,148.221938,10150184,,"Truck Stop, Newell Hwy, Tomingley NSW 2869",,,"Regional coach",,,False
"Toongabbie Station",214610,-33.787263,150.9514373,10101233,"02 9851 7204","Wentworth Ave, Toongabbie NSW 2146","Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment)","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.30-10am,3.00-7pm,False
"Town Hall Station",200070,-33.87359633,151.2068993,10101101,"02 9379 4121","George St, Sydney NSW 2000","Taxi rank | Toilets | Wheelchair accessible toilet (MLAK) | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment) | Opal card top up machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs | Lift | Escalator","Train, Bus, Light rail, Taxi",6.30-10am,3.00-7pm,True
"Towradgi Station",251830,-34.38468632,150.9012389,10101369,"02 4223 5581","Towradgi Rd, Towradgi NSW 2518","Bike racks | Bike lockers | Toilets | Emergency help point | Payphone | No Opal card top up or single trip ticket sales","This location is Assisted Access | Wheelchair ramp boarding assistance | PA system for announcements | Stairs","Train, Bus",6.00-10am,3.00-7pm,True
"Trangie Coach Stop",28231,-32.031474,147.984789,10150308,,"Dandaloo St before Naromine St, Trangie NSW 2823",,,Coach,,,False
"Tuggerah Station",225910,-33.30808648,151.4201526,10101144,"02 4352 1450","Pacific Hwy, Tuggerah NSW 2259","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Bike lockers | Toilets | Emergency help point | Information point | Payphone | Free WiFi hotspot | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment)","This location is Assisted Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs","Train, Bus, Taxi",6.00-10am,3.00-7pm,True
"Tullibigeal Coach Stop",26692,-33.421526,146.72815,10150304,,"Cargelligo St at Wattle St, Tullibigeal NSW 2669",,,Coach,,,False
"Tumbarumba Coach Stop",26531,-35.775782,148.009214,10150349,,"Union Lane Car Park, Union Lane, Tumbarumba NSW 2653",,,Coach,,,False
"Tumblong Coach Stop",27292,-35.136066,148.009754,10150150,,"Tumblong Rd at Hume Hwy, Tumblong NSW 2729",,,Coach,,,False
"Tumut Coach Stop",27201,-35.301369,148.222665,10150163,,"Russell St at Wynyard St, Tumut NSW 2720",,,Coach,,,False
"Tuncurry Coach Stop",2428133,-32.174518,152.499505,10155924,,"Beach St at Manning St, Tuncurry NSW 2428",,,"Coach, Bus",,,False
